"County","Facility Name","Grouping","Entry","Value"
"Sarasota","Venice City Eastside","Total Service Area Population","2045",22292
"Sarasota","Venice City Eastside","Septic Population","2020",161
"Sarasota","Venice City Eastside","Septic Population","2045",419
"Sarasota","Venice City Eastside","Adjusted Service Area Population","2020",19428
"Sarasota","Venice City Eastside","Adjusted Service Area Population","2045",21873
"Sarasota","Venice City Eastside","Adjusted Service Area Population","2020-2045 Population Increase",2445
"Sarasota","Venice City Eastside","2020 Totals","Total WW Flows (MGD)",3.19
"Sarasota","Venice City Eastside","2020 Totals","Total Reuse (MGD)",2.61
"Sarasota","Venice City Eastside","2020 Totals","Supplemental Flows (MGD)",NA
"Sarasota","Venice City Eastside","2020 Totals","WW Disposal (MGD)",0.58
"Sarasota","Venice City Eastside","2045 Projected Additional","WW Flow Projection (MGD)",0.17
"Sarasota","Venice City Eastside","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sarasota","Venice City Eastside","2045 Projected Totals","Total WW Flows (MGD)",3.36
"Sarasota","Venice City Eastside","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sarasota","Venice City Eastside","2045 Projected Totals","Total Reuse (MGD)",2.78
"Sarasota","Venice City Eastside","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",2.09
"Sarasota","Camelot Lakes","Total Service Area Population","2020",1720
"Sarasota","Camelot Lakes","Total Service Area Population","2045",1720
"Sarasota","Camelot Lakes","Septic Population","2020",NA
"Sarasota","Camelot Lakes","Septic Population","2045",NA
"Sarasota","Camelot Lakes","Adjusted Service Area Population","2020",1720
"Sarasota","Camelot Lakes","Adjusted Service Area Population","2045",1720
"Sarasota","Camelot Lakes","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Sarasota","Camelot Lakes","2020 Totals","Total WW Flows (MGD)",0.08
"Sarasota","Camelot Lakes","2020 Totals","Total Reuse (MGD)",0.07
"Sarasota","Camelot Lakes","2020 Totals","Supplemental Flows (MGD)",NA
"Sarasota","Camelot Lakes","2020 Totals","WW Disposal (MGD)",NA
"Sarasota","Camelot Lakes","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Sarasota","Camelot Lakes","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sarasota","Camelot Lakes","2045 Projected Totals","Total WW Flows (MGD)",0.08
"Sarasota","Camelot Lakes","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sarasota","Camelot Lakes","2045 Projected Totals","Total Reuse (MGD)",0.07
"Sarasota","Camelot Lakes","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.05
